show_id,title,original_title,start_year,end_year,description,content_rating,average_rating,num_votes,total_seasons,total_episodes,primary_image_url
tt0934320,Summer Heights High,Summer Heights High,2007.0,2007.0,"The life of a public school epitomized by disobedient student Jonah Takalua, self-absorbed private school exchange student Ja'mie King, and megalomaniac drama teacher Mr. G.",TV-MA,8.5,15297.0,1.0,8.0,https://m.media-amazon.com/images/M/MV5BNTM3NzM5M2ItOWM2Ni00NTdkLTg5MDAtYjQyNmFmNjNjMDA0XkEyXkFqcGc@._V1_.jpg
tt0374463,The Pacific,The Pacific,2010.0,2010.0,"The Pacific Theatre of World War II, as seen through the eyes of several young Marines.",TV-MA,8.3,135931.0,1.0,10.0,https://m.media-amazon.com/images/M/MV5BNGFjYTZmYjEtZDI3MS00MGVhLWI5NDQtY2QwZTcwNjUwMTA2XkEyXkFqcGc@._V1_.jpg
tt3053694,Li'l Quinquin,P'tit Quinquin,2014.0,2014.0,A murder mystery that opens with the discovery of human body parts stuffed inside a cow on the outskirts of a small channel town in northern France.,Not Rated,7.3,3162.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BNzU4Mjg3NjgzN15BMl5BanBnXkFtZTgwMzg0NzY4MzE@._V1_.jpg
tt2044056,The Story of Film: An Odyssey,The Story of Film: An Odyssey,2011.0,2011.0,A comprehensive history of the medium and art of motion pictures.,Not Rated,8.4,4954.0,1.0,15.0,https://m.media-amazon.com/images/M/MV5BZTNmYTk3N2QtNDk5MC00MDg0LWI4ZTMtOTY3MTQ0ZTQzZTA0XkEyXkFqcGc@._V1_.jpg
tt0317875,Dangerous Liaisons,Les liaisons dangereuses,2003.0,,"Updated adaptation of Choderlos de Laclos' classic 18th Century tale of seduction, betrayal and revenge set in the modern 1960s world of Parisian high society. The beautiful Madame de Merteuil seeks vengeance against her ex-lover Gercourt when he becomes engaged to her young goddaughter, Cécile. Merteuil turns to her ex-lover/partner-in-crime, Valmont, famous for his reputation as a Don Juan, to seduce Cécile and emotionally destroy her. While on his mission, Valmont gets sidetracked when he goes to visit his aunt and falls for Madame Tourvel, a virtuous, married woman who knows of his womanizing ways, but that only makes the challenge more exciting to Valmont. Together, Madame de Merteuil and Valmont make a dangerous team and they will stop at nothing when it comes to matters of the heart.",,6.3,686.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMTM5MDIzMDk2NF5BMl5BanBnXkFtZTcwNjEyMDUyMQ@@._V1_.jpg
tt0115288,Neverwhere,Neverwhere,1996.0,1996.0,"A man in London encounters an injured young woman, and instantly exists only to those in London Below. As he helps the woman escape from assassins, he must try to find his way back to London Above.",,7.2,3122.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BZjdmMjcwOTItYzE2Ny00YjcwLWFjZWItM2FiYjJhMDQ2MzFkXkEyXkFqcGc@._V1_.jpg
tt0420408,Hercules,Hercules,2005.0,2005.0,A chronicle of the life of the Greek hero who after killing his three sons must perform five labors to repent.,Not Rated,5.6,2130.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMjk3MWViYjItN2M0OS00MWEwLTk0MGItZTc5YzkyMDAxMWNkXkEyXkFqcGc@._V1_.jpg
tt1422182,Monty Python: Almost the Truth - The Lawyer's Cut,Monty Python: Almost the Truth - The Lawyer's Cut,2009.0,2009.0,A documentary on the history on British comedy group Monty Python. Features interviews with the five surviving members plus other comedians and artists whose careers they have influenced.,,8.1,1942.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BNmNlMDUwMGMtMTllOS00MmVjLTg2YTEtYmM5NjFkOWI4NzU1XkEyXkFqcGc@._V1_.jpg
tt0427042,Casanova,Casanova,2005.0,2005.0,"After a life spent seeking pleasure and decadence, Casanova seeks his one true love, Henriette.",TV-MA,7.8,5589.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BOWYxZTA3ODUtNTU3MC00NTc4LTg2MzEtNDQ2ODBmYTM1YTBhXkEyXkFqcGc@._V1_.jpg
tt0847150,Sense & Sensibility,Sense & Sensibility,2008.0,2008.0,"In England in the 1800s, sisters Eleanor and Marianne Dashwood try to find love and security. The two could not be more different: where Eleanor is calm and always behaves properly, Marianne is passionate and usually forgets herself.",TV-14,8.0,13367.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BODYyZjU2YTYtOGE3Yi00MzZhLTgzMTgtODg5ODE3ODRhOTc4XkEyXkFqcGc@._V1_.jpg
tt1855924,Third Reich: The Rise & Fall,Third Reich: The Rise & Fall,2010.0,2010.0,"THIRD REICH: THE RISE & FALL tells the story of Hitler's Germany through rarely seen films of the people who were there. Immersive and evocative, it takes viewers inside the Germany of the 20s, 30s, and early 40s, through the use of rare and never-before-seen home movies, Nazi propaganda films and other contemporaneous material. The narrative consists of personal recollections culled from German's diaries, journals and letters. The end result is an intimate, richly nuanced and authentic portrait of the Third Reich and its people.",,8.3,1241.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMTQ1NTkyOTYwMV5BMl5BanBnXkFtZTcwMzM3NzQxOQ@@._V1_.jpg
tt0081443,A Rumor of War,A Rumor of War,1980.0,1980.0,The memories of a US Marine lieutenant in Vietnam who slowly gets disillusioned as the war progresses.,,6.6,364.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMTU2MjY0NzQxNV5BMl5BanBnXkFtZTcwODUwNjk5Mw@@._V1_.jpg
tt0115387,The Tenant of Wildfell Hall,The Tenant of Wildfell Hall,1996.0,1996.0,An adaptation of Anne Bronte's novel; a young widow takes her son and moves to Yorkshire.,,7.2,3137.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BOWEyYTY3Y2YtN2VhZC00NmJmLWEwZTktNTBiMzU2OWM2ODA0XkEyXkFqcGc@._V1_.jpg
tt2109059,Vietnam in HD,Vietnam in HD,2011.0,2011.0,Original Vietnam War footage presented in high definition along with narrations by war veterans and the voices of Hollywood stars.,,8.3,1706.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BMjhmYmMyNTAtZjAwZS00YTlkLTlhYzYtMTU3ZmVjMDc2NmExXkEyXkFqcGc@._V1_.jpg
tt1489097,WWII in HD,WWII in HD,2009.0,2009.0,"Follow the lives of soldiers who lived World War II, through previously unseen color footage.",TV-PG,8.6,2474.0,1.0,10.0,https://m.media-amazon.com/images/M/MV5BNmMxYjY1NWEtMGJlMS00MGRkLTlhYTYtY2MzMzcxMWQ3YjQ0XkEyXkFqcGc@._V1_.jpg
